v	14 0 6 5
v	15 0 6 5
v	16 0 6 8
v	20 0 6 8
v	21 0 6 8
v	25 0 6 8
v	26 0 6 8
v	27 0 6 8
v	28 0 6 8
v	29 0 6 8
v	30 0 6 8
v	31 0 6 8
v	14 0 7 5
v	15 0 7 5
v	16 0 7 8
v	20 0 7 8
v	21 0 7 8
v	25 0 7 8
v	26 0 7 8
v	27 0 7 8
v	28 0 7 8
v	29 0 7 8
v	30 0 7 8
v	31 0 7 8
v	14 0 8 5
v	15 0 8 5
v	16 0 8 8
v	20 0 8 8
v	21 0 8 8
v	25 0 8 8
v	26 0 8 8
v	27 0 8 8
v	28 0 8 8
v	29 0 8 8
v	30 0 8 8
v	31 0 8 8
v	14 0 9 5
v	15 0 9 5
v	16 0 9 8
v	20 0 9 8
v	21 0 9 8
v	25 0 9 8
v	26 0 9 8
v	27 0 9 8
v	28 0 9 8
v	29 0 9 8
v	30 0 9 8
v	31 0 9 8
v	9 0 10 1
v	10 0 10 1
v	11 0 10 1
v	12 0 10 1
v	13 0 10 1
v	14 0 10 5
v	15 0 10 5
v	16 0 10 8
v	17 0 10 8
v	18 0 10 8
v	19 0 10 8
v	20 0 10 8
v	21 0 10 8
v	22 0 10 8
v	23 0 10 8
v	24 0 10 8
v	25 0 10 8
v	26 0 10 8
v	27 0 10 8
v	28 0 10 8
v	29 0 10 8
v	30 0 10 8
v	31 0 10 8
v	9 0 11 1
v	10 0 11 1
v	11 0 11 1
v	12 0 11 1
v	13 0 11 1
v	14 0 11 5
v	15 0 11 5
v	16 0 11 8
v	17 0 11 8
v	18 0 11 8
v	19 0 11 8
v	20 0 11 8
v	21 0 11 8
v	22 0 11 8
v	23 0 11 8
v	24 0 11 8
v	25 0 11 8
v	26 0 11 8
v	27 0 11 8
v	28 0 11 8
v	29 0 11 8
v	30 0 11 8
v	31 0 11 8
v	8 0 12 1
v	9 0 12 1
v	10 0 12 1
v	11 0 12 1
v	12 0 12 1
v	13 0 12 1
v	14 0 12 5
v	15 0 12 5
v	25 0 12 3
v	25 1 12 3
v	25 2 12 3
v	25 3 12 3
v	26 0 12 8
v	26 1 12 8
v	26 2 12 8
v	26 3 12 3
v	27 0 12 8
v	27 1 12 8
v	27 2 12 8
v	27 3 12 3
v	28 0 12 8
v	28 1 12 8
v	28 2 12 8
v	28 3 12 3
v	28 5 12 3
v	29 0 12 8
v	29 1 12 8
v	29 2 12 8
v	29 3 12 3
v	29 5 12 3
v	30 0 12 8
v	30 1 12 8
v	30 2 12 8
v	30 3 12 3
v	30 5 12 3
v	31 0 12 8
v	31 1 12 8
v	31 2 12 8
v	31 3 12 3
v	31 5 12 3
v	32 0 12 3
v	32 1 12 3
v	32 2 12 3
v	32 3 12 3
v	32 4 12 3
v	32 5 12 3
v	7 0 13 1
v	8 0 13 1
v	9 0 13 1
v	10 0 13 1
v	11 0 13 1
v	12 0 13 1
v	13 0 13 1
v	14 0 13 5
v	15 0 13 5
v	25 0 13 3
v	25 1 13 3
v	25 2 13 3
v	25 3 13 3
v	26 2 13 3
v	27 2 13 3
v	28 2 13 3
v	28 5 13 3
v	29 2 13 3
v	29 5 13 3
v	30 2 13 3
v	30 5 13 3
v	31 2 13 3
v	31 5 13 3
v	32 0 13 1
v	32 1 13 3
v	32 2 13 3
v	32 3 13 3
v	32 4 13 3
v	32 5 13 3
v	33 0 13 1
v	7 0 14 1
v	8 0 14 1
v	9 0 14 1
v	10 0 14 1
