v	15 0 6 1
v	16 0 6 1
v	17 0 6 1
v	18 0 6 1
v	19 0 6 1
v	20 0 6 1
v	21 0 6 1
v	22 0 6 1
v	23 0 6 1
v	24 0 6 1
v	25 0 6 1
v	13 0 7 1
v	14 0 7 1
v	15 0 7 1
v	16 0 7 1
v	17 0 7 1
v	18 0 7 1
v	19 0 7 1
v	20 0 7 1
v	21 0 7 1
v	22 0 7 1
v	23 0 7 1
v	24 0 7 1
v	25 0 7 1
v	26 0 7 1
v	27 0 7 1
v	12 0 8 1
v	13 0 8 1
v	14 0 8 1
v	15 0 8 1
v	16 0 8 1
v	17 0 8 1
v	18 0 8 1
v	19 0 8 1
v	20 0 8 1
v	21 0 8 1
v	22 0 8 1
v	23 0 8 1
v	24 0 8 1
v	25 0 8 1
v	26 0 8 1
v	27 0 8 1
v	28 0 8 1
v	10 0 9 1
v	11 0 9 1
v	12 0 9 1
v	13 0 9 1
v	14 0 9 1
v	15 0 9 1
v	16 0 9 1
v	17 0 9 1
v	18 0 9 1
v	19 0 9 1
v	20 0 9 1
v	21 0 9 1
v	22 0 9 1
v	23 0 9 1
v	24 0 9 1
v	25 0 9 1
v	26 0 9 1
v	27 0 9 1
v	28 0 9 1
v	29 0 9 1
v	30 0 9 1
v	9 0 10 1
v	10 0 10 1
v	11 0 10 1
v	12 0 10 1
v	13 0 10 1
v	14 0 10 1
v	15 0 10 1
v	16 0 10 1
v	17 0 10 1
v	18 0 10 1
v	19 0 10 1
v	20 0 10 1
v	21 0 10 1
v	22 0 10 1
v	23 0 10 1
v	24 0 10 1
v	25 0 10 1
v	26 0 10 1
v	27 0 10 1
v	28 0 10 1
v	29 0 10 1
v	30 0 10 1
v	31 0 10 1
v	9 0 11 1
v	10 0 11 1
v	11 0 11 1
v	12 0 11 1
v	13 0 11 1
v	14 0 11 1
v	15 0 11 1
v	16 0 11 1
v	17 0 11 1
v	18 0 11 1
v	19 0 11 1
v	20 0 11 1
v	21 0 11 1
v	22 0 11 1
v	23 0 11 1
v	24 0 11 1
v	25 0 11 1
v	26 0 11 1
v	27 0 11 1
v	28 0 11 1
v	29 0 11 1
v	30 0 11 1
v	31 0 11 1
v	8 0 12 1
v	9 0 12 1
v	10 0 12 1
v	11 0 12 1
v	12 0 12 1
v	13 0 12 1
v	14 0 12 1
v	15 0 12 1
v	16 0 12 1
v	17 0 12 1
v	18 0 12 1
v	19 0 12 1
v	20 0 12 1
v	21 0 12 1
v	22 0 12 1
v	23 0 12 1
v	24 0 12 1
v	25 0 12 1
v	26 0 12 1
v	27 0 12 1
v	28 0 12 1
v	29 0 12 1
v	30 0 12 1
v	31 0 12 1
v	32 0 12 1
v	7 0 13 1
v	8 0 13 1
v	9 0 13 1
v	10 0 13 1
v	11 0 13 1
v	12 0 13 1
v	13 0 13 1
v	14 0 13 1
v	15 0 13 1
v	16 0 13 1
v	17 0 13 1
v	18 0 13 1
v	19 0 13 1
v	20 0 13 1
v	21 0 13 1
v	22 0 13 1
v	23 0 13 1
v	24 0 13 1
v	25 0 13 1
v	26 0 13 1
v	27 0 13 1
v	28 0 13 1
v	29 0 13 1
v	30 0 13 1
v	31 0 13 1
v	32 0 13 1
v	33 0 13 1
v	7 0 14 1
v	8 0 14 1
v	9 0 14 1
v	10 0 14 1
v	11 0 14 1
v	12 0 14 1
v	13 0 14 1
v	14 0 14 1
v	15 0 14 1
v	16 0 14 1
v	17 0 14 1
v	18 0 14 1
v	19 0 14 1
v	20 0 14 1
v	21 0 14 1
v	22 0 14 1
v	23 0 14 1
v	24 0 14 1
v	25 0 14 1
v	26 0 14 1
v	27 0 14 1
v	28 0 14 1
v	29 0 14 1
v	30 0 14 1
v	30 4 14 12
v	30 5 14 12
v	31 0 14 1
v	31 4 14 12
v	32 0 14 1
v	33 0 14 1
v	6 0 15 1
v	7 0 15 1
v	8 0 15 1
v	9 0 15 1
v	10 0 15 1
v	11 0 15 1
v	12 0 15 1
v	13 0 15 1
v	14 0 15 1
v	15 0 15 1
v	16 0 15 1
v	17 0 15 1
v	18 0 15 1
v	19 0 15 1
v	20 0 15 1
v	21 0 15 1
v	21 4 15 12
v	21 5 15 12
v	22 0 15 1
v	23 0 15 1
v	24 0 15 1
v	24 4 15 12
v	24 5 15 12
v	25 0 15 1
v	25 4 15 12
v	26 0 15 1
v	27 0 15 1
v	28 0 15 1
v	28 4 15 12
v	29 0 15 1
v	29 4 15 12
v	29 5 15 12
v	30 0 15 1
v	30 3 15 12
v	30 5 15 12
v	31 0 15 1
v	31 3 15 12
v	31 4 15 12
v	31 5 15 12
v	32 0 15 1
v	32 4 15 12
v	33 0 15 1
v	34 0 15 1
v	6 0 16 1
v	7 0 16 1
v	8 0 16 1
v	9 0 16 1
v	10 0 16 1
v	11 0 16 1
v	12 0 16 1
v	13 0 16 1
v	14 0 16 1
v	15 0 16 1
v	16 0 16 1
v	17 0 16 1
v	18 0 16 1
v	19 0 16 1
v	19 4 16 12
v	20 0 16 1
v	20 4 16 12
v	20 5 16 12
v	21 0 16 1
v	21 3 16 12
v	21 5 16 12
v	22 0 16 1
v	22 4 16 12
v	23 0 16 1
v	23 4 16 12
v	23 5 16 12
v	24 0 16 1
v	24 3 16 12
v	24 5 16 12
v	25 0 16 1
v	25 3 16 12
v	25 4 16 12
v	25 5 16 12
v	26 0 16 1
v	26 4 16 12
v	27 0 16 1
v	27 4 16 12
v	27 5 16 12
v	28 0 16 1
v	28 4 16 12
v	29 0 16 1
v	30 0 16 1
v	30 1 16 11
v	30 2 16 11
v	30 3 16 11
v	30 4 16 11
v	30 5 16 11
v	31 0 16 1
v	31 3 16 12
v	31 4 16 12
v	31 5 16 12
v	32 0 16 1
v	32 4 16 12
v	33 0 16 1
v	34 0 16 1
v	6 0 17 1
v	7 0 17 1
v	8 0 17 1
v	9 0 17 1
v	10 0 17 1
v	11 0 17 1
v	12 0 17 1
v	13 0 17 1
v	14 0 17 1
v	15 0 17 1
v	16 0 17 1
v	17 0 17 1
v	18 0 17 1
v	19 0 17 1
v	19 4 17 12
v	20 0 17 1
v	20 3 17 12
v	20 4 17 12
v	20 5 17 12
v	21 0 17 1
v	21 1 17 11
v	21 2 17 11
v	21 3 17 11
v	21 4 17 11
v	21 5 17 11
v	22 0 17 1
v	22 4 17 12
v	23 0 17 1
v	23 3 17 12
