v	15 0 5 1
v	16 0 5 1
v	17 0 5 2
v	18 0 5 2
v	19 0 5 2
v	20 0 5 1
v	21 0 5 2
v	22 0 5 2
v	23 0 5 2
v	24 0 5 2
v	25 0 5 2
v	13 0 6 2
v	14 0 6 2
v	15 0 6 2
v	16 0 6 2
v	17 0 6 2
v	18 0 6 2
v	19 0 6 2
v	20 0 6 2
v	21 0 6 2
v	22 0 6 2
v	23 0 6 2
v	24 0 6 2
v	25 0 6 2
v	26 0 6 2
v	27 0 6 2
v	11 0 7 2
v	12 0 7 2
v	13 0 7 2
v	14 0 7 2
v	15 0 7 1
v	15 4 7 12
v	15 5 7 12
v	16 0 7 2
v	16 4 7 12
v	17 0 7 2
v	18 0 7 2
v	19 0 7 2
v	20 0 7 2
v	21 0 7 2
v	22 0 7 2
v	23 0 7 1
v	24 0 7 2
v	25 0 7 2
v	26 0 7 2
v	27 0 7 2
v	28 0 7 2
v	29 0 7 2
v	10 0 8 1
v	11 0 8 2
v	12 0 8 2
v	13 0 8 2
v	13 4 8 12
v	14 0 8 2
v	14 4 8 12
v	14 5 8 12
v	15 0 8 2
v	15 3 8 12
v	15 5 8 12
v	16 0 8 2
v	16 3 8 12
v	16 4 8 12
v	16 5 8 12
v	17 0 8 2
v	17 4 8 12
v	18 0 8 2
v	19 0 8 1
v	20 0 8 2
v	21 0 8 2
v	22 0 8 2
v	23 0 8 2
v	24 0 8 2
v	25 0 8 2
v	26 0 8 2
v	27 0 8 2
v	28 0 8 2
v	29 0 8 1
v	30 0 8 2
v	9 0 9 2
v	10 0 9 2
v	11 0 9 2
v	12 0 9 2
v	13 0 9 2
v	13 4 9 12
v	14 0 9 1
v	14 3 9 12
v	14 4 9 12
v	14 5 9 12
v	15 0 9 2
v	15 1 9 11
v	15 2 9 11
v	15 3 9 11
v	15 4 9 12
v	15 5 9 12
v	16 0 9 2
v	16 3 9 12
v	16 4 9 12
v	16 5 9 12
v	17 0 9 2
v	17 4 9 12
v	18 0 9 2
v	19 0 9 2
v	20 0 9 1
v	21 0 9 2
