v	15 0 5 2
v	16 0 5 2
v	17 0 5 2
v	18 0 5 2
v	19 0 5 1
v	20 0 5 2
v	21 0 5 2
v	22 0 5 1
v	23 0 5 2
v	24 0 5 2
v	25 0 5 2
v	13 0 6 2
v	14 0 6 2
v	15 0 6 2
v	16 0 6 2
v	17 0 6 2
v	18 0 6 2
v	19 0 6 2
v	20 0 6 2
v	21 0 6 2
v	22 0 6 2
v	23 0 6 2
v	24 0 6 2
v	25 0 6 2
v	26 0 6 2
v	27 0 6 2
v	11 0 7 1
v	12 0 7 2
v	13 0 7 2
v	14 0 7 2
v	15 0 7 1
v	16 0 7 2
v	17 0 7 2
v	18 0 7 2
v	19 0 7 2
v	20 0 7 2
v	21 0 7 2
v	22 0 7 1
v	22 4 7 12
v	22 5 7 12
v	23 0 7 2
v	23 4 7 12
v	24 0 7 1
v	25 0 7 2
v	26 0 7 2
v	26 4 7 12
v	26 5 7 12
v	27 0 7 2
v	27 4 7 12
v	28 0 7 1
v	29 0 7 2
v	10 0 8 2
v	11 0 8 2
v	12 0 8 1
v	13 0 8 2
v	14 0 8 1
v	15 0 8 1
v	16 0 8 2
v	17 0 8 2
v	18 0 8 2
v	19 0 8 2
v	20 0 8 2
v	20 4 8 12
v	21 0 8 2
v	21 4 8 12
v	21 5 8 12
v	22 0 8 1
v	22 3 8 12
v	22 5 8 12
v	23 0 8 1
v	23 3 8 12
v	23 4 8 12
v	23 5 8 12
v	24 0 8 2
v	24 4 8 12
v	25 0 8 2
v	25 4 8 12
v	25 5 8 12
v	26 0 8 2
v	26 3 8 12
v	26 5 8 12
v	27 0 8 2
v	27 3 8 12
v	27 4 8 12
v	27 5 8 12
v	28 0 8 2
v	28 4 8 12
v	29 0 8 1
v	30 0 8 1
v	9 0 9 1
v	10 0 9 1
v	11 0 9 2
v	12 0 9 2
v	13 0 9 2
v	14 0 9 2
v	15 0 9 2
v	16 0 9 2
v	17 0 9 2
v	18 0 9 2
v	19 0 9 2
v	20 0 9 1
v	20 4 9 12
v	21 0 9 2
v	21 3 9 12
v	21 4 9 12
v	21 5 9 12
v	22 0 9 2
v	22 1 9 11
v	22 2 9 11
v	22 3 9 11
v	22 4 9 12
v	22 5 9 12
v	23 0 9 1
v	23 3 9 12
v	23 4 9 12
v	23 5 9 12
v	24 0 9 2
v	24 4 9 12
v	25 0 9 2
v	25 3 9 12
v	25 4 9 12
v	25 5 9 12
v	26 0 9 2
v	26 1 9 11
v	26 2 9 11
v	26 3 9 11
v	26 4 9 12
v	26 5 9 12
v	27 0 9 1
v	27 3 9 12
v	27 4 9 12
v	27 5 9 12
v	28 0 9 2
v	28 4 9 12
v	29 0 9 2
v	30 0 9 1
v	31 0 9 2
v	8 0 10 2
v	9 0 10 2
v	10 0 10 2
v	11 0 10 2
v	12 0 10 1
v	13 0 10 1
v	14 0 10 1
v	15 0 10 2
v	16 0 10 1
v	17 0 10 1
v	18 0 10 1
v	19 0 10 1
v	20 0 10 2
v	21 0 10 2
v	21 4 10 12
v	21 5 10 12
v	22 0 10 1
v	22 3 10 12
v	22 4 10 12
v	22 5 10 12
v	23 0 10 1
v	23 4 10 12
v	23 5 10 12
v	24 0 10 2
v	25 0 10 2
v	25 4 10 12
v	25 5 10 12
v	26 0 10 2
v	26 3 10 12
v	26 4 10 12
v	26 5 10 12
v	27 0 10 2
v	27 4 10 12
v	27 5 10 12
v	28 0 10 2
v	29 0 10 2
v	30 0 10 2
v	31 0 10 2
v	32 0 10 2
v	7 0 11 2
v	8 0 11 2
v	9 0 11 2
v	10 0 11 2
v	11 0 11 2
v	12 0 11 1
v	13 0 11 2
v	14 0 11 1
v	15 0 11 1
v	16 0 11 2
v	17 0 11 1
v	18 0 11 1
v	19 0 11 1
v	20 0 11 1
v	21 0 11 1
v	21 4 11 12
v	22 0 11 1
v	22 4 11 12
v	22 5 11 12
v	23 0 11 1
v	24 0 11 1
v	25 0 11 1
v	25 4 11 12
v	26 0 11 1
v	26 4 11 12
v	26 5 11 12
v	27 0 11 2
v	28 0 11 2
v	29 0 11 2
v	30 0 11 2
v	31 0 11 2
v	32 0 11 2
v	33 0 11 2
v	7 0 12 1
v	8 0 12 2
v	9 0 12 2
v	10 0 12 2
v	11 0 12 2
v	12 0 12 2
v	13 0 12 1
v	14 0 12 1
v	15 0 12 1
v	16 0 12 1
v	17 0 12 1
v	18 0 12 2
v	18 4 12 12
v	18 5 12 12
v	19 0 12 1
v	19 4 12 12
v	20 0 12 1
v	21 0 12 2
v	22 0 12 1
v	23 0 12 1
v	24 0 12 1
v	25 0 12 1
v	26 0 12 2
v	27 0 12 1
v	28 0 12 2
v	29 0 12 2
v	30 0 12 2
v	31 0 12 2
v	32 0 12 2
v	33 0 12 2
v	6 0 13 2
v	7 0 13 1
v	8 0 13 2
v	9 0 13 2
v	10 0 13 2
v	11 0 13 2
v	12 0 13 1
v	13 0 13 1
v	14 0 13 1
v	15 0 13 2
v	16 0 13 1
v	16 4 13 12
v	17 0 13 2
v	17 4 13 12
v	17 5 13 12
v	18 0 13 1
v	18 3 13 12
v	18 5 13 12
v	19 0 13 2
v	19 3 13 12
v	19 4 13 12
v	19 5 13 12
v	20 0 13 1
v	20 4 13 12
v	21 0 13 1
v	22 0 13 1
v	23 0 13 2
v	24 0 13 1
v	25 0 13 2
v	26 0 13 1
v	27 0 13 1
v	28 0 13 1
v	29 0 13 2
v	30 0 13 2
v	31 0 13 2
v	32 0 13 1
v	33 0 13 1
v	34 0 13 2
v	6 0 14 1
v	7 0 14 1
v	8 0 14 2
v	9 0 14 2
v	10 0 14 2
v	11 0 14 1
v	12 0 14 1
v	13 0 14 1
v	14 0 14 1
v	15 0 14 1
v	16 0 14 1
v	16 4 14 12
v	17 0 14 2
v	17 3 14 12
v	17 4 14 12
v	17 5 14 12
v	18 0 14 2
v	18 1 14 11
v	18 2 14 11
v	18 3 14 11
v	18 4 14 12
v	18 5 14 12
v	19 0 14 1
v	19 3 14 12
v	19 4 14 12
v	19 5 14 12
v	20 0 14 1
v	20 4 14 12
v	21 0 14 1
v	22 0 14 2
v	23 0 14 1
v	24 0 14 1
v	25 0 14 1
v	26 0 14 1
v	26 5 14 12
v	26 6 14 12
v	27 0 14 1
v	27 5 14 12
v	28 0 14 1
v	29 0 14 2
v	30 0 14 2
v	31 0 14 1
v	32 0 14 2
v	33 0 14 2
v	34 0 14 2
v	5 0 15 2
v	6 0 15 2
v	7 0 15 2
v	8 0 15 2
v	9 0 15 1
v	10 0 15 1
v	11 0 15 2
v	12 0 15 2
v	13 0 15 1
v	14 0 15 1
v	15 0 15 1
v	16 0 15 1
v	17 0 15 1
v	17 4 15 12
v	17 5 15 12
v	18 0 15 1
v	18 3 15 12
v	18 4 15 12
v	18 5 15 12
v	19 0 15 2
v	19 4 15 12
v	19 5 15 12
v	20 0 15 1
v	21 0 15 1
v	22 0 15 1
v	23 0 15 1
v	24 0 15 1
v	24 5 15 12
v	25 0 15 1
v	25 5 15 12
v	25 6 15 12
v	26 0 15 1
v	26 4 15 12
v	26 6 15 12
v	27 0 15 1
v	27 4 15 12
v	27 5 15 12
v	27 6 15 12
v	28 0 15 1
v	28 5 15 12
v	29 0 15 1
v	30 0 15 2
v	31 0 15 1
v	32 0 15 2
v	33 0 15 2
v	34 0 15 1
v	35 0 15 2
v	5 0 16 2
v	6 0 16 2
v	7 0 16 2
v	8 0 16 1
v	9 0 16 2
v	10 0 16 2
v	11 0 16 2
v	12 0 16 1
v	12 1 16 1
v	13 0 16 2
v	13 1 16 4
v	14 0 16 2
v	14 1 16 1
v	15 0 16 1
v	15 1 16 1
v	16 0 16 1
v	16 1 16 4
v	16 2 16 1
v	17 0 16 1
v	17 1 16 4
v	17 2 16 4
v	17 3 16 1
v	17 4 16 12
v	18 0 16 1
v	18 1 16 4
v	18 2 16 4
v	18 3 16 1
v	18 4 16 12
v	18 5 16 12
v	19 0 16 1
v	19 1 16 4
v	19 2 16 4
v	19 3 16 4
v	19 4 16 4
v	20 0 16 1
v	20 1 16 4
v	20 2 16 4
v	20 3 16 1
v	21 0 16 1
v	21 1 16 1
v	22 0 16 1
v	22 1 16 1
v	23 0 16 1
v	24 0 16 1
v	24 1 16 4
v	24 5 16 12
v	25 0 16 2
v	25 1 16 4
